order_details_id,order_id,pizza_id,quantity,date,time,pizza_type_id,size,price
2419,1076.0,pepperoni_l,1,2015-01-18,19:36:15,pepperoni,L,"15,25"
2424,1079.0,pepperoni_l,1,2015-01-18,20:45:11,pepperoni,L,"15,25"
4846,2143.0,pepperoni_l,1,2015-02-05,17:44:52,pepperoni,L,"15,25"
4854,2147.0,pepperoni_l,1,2015-02-05,18:11:25,pepperoni,L,"15,25"
4877,2158.0,pepperoni_l,1,2015-02-05,19:49:47,pepperoni,L,"15,25"
4882,2160.0,pepperoni_l,1,2015-02-05,20:01:50,pepperoni,L,"15,25"
4911,2177.0,pepperoni_l,1,2015-02-06,11:25:48,pepperoni,L,"15,25"
5002,2212.0,pepperoni_l,1,2015-02-06,17:52:48,pepperoni,L,"15,25"
6902,3045.0,pepperoni_l,1,2015-02-20,17:27:46,pepperoni,L,"15,25"
6935,3060.0,pepperoni_l,1,2015-02-20,19:36:58,pepperoni,L,"15,25"
6958,3071.0,pepperoni_l,1,2015-02-20,21:14:34,pepperoni,L,"15,25"
8993,3940.0,pepperoni_l,2,2015-03-08,12:29:28,pepperoni,L,"15,25"
9057,3971.0,pepperoni_l,1,2015-03-08,17:13:18,pepperoni,L,"15,25"
1977,880.0,pepperoni_l,1,2015-01-15,16:19:26,pepperoni,L,"15,25"
1996,887.0,pepperoni_l,1,2015-01-15,17:13:58,pepperoni,L,"15,25"
2018,900.0,pepperoni_l,1,2015-01-15,19:09:51,pepperoni,L,"15,25"
2050,915.0,pepperoni_l,1,2015-01-16,12:20:22,pepperoni,L,"15,25"
2056,916.0,pepperoni_l,1,2015-01-16,12:30:09,pepperoni,L,"15,25"
2070,924.0,pepperoni_l,1,2015-01-16,13:27:57,pepperoni,L,"15,25"
2074,926.0,pepperoni_l,1,2015-01-16,13:51:38,pepperoni,L,"15,25"
4002,1787.0,pepperoni_l,1,2015-01-30,21:25:54,pepperoni,L,"15,25"
4150,1843.0,pepperoni_l,1,2015-01-31,21:28:07,pepperoni,L,"15,25"
6809,3006.0,pepperoni_l,1,2015-02-20,12:01:32,pepperoni,L,"15,25"
6860,3029.0,pepperoni_l,1,2015-02-20,13:55:24,pepperoni,L,"15,25"
6885,3038.0,pepperoni_l,1,2015-02-20,15:46:43,pepperoni,L,"15,25"
8784,3853.0,pepperoni_l,1,2015-03-06,17:46:48,pepperoni,L,"15,25"
8790,3856.0,pepperoni_l,1,2015-03-06,18:15:58,pepperoni,L,"15,25"
8809,3863.0,pepperoni_l,1,2015-03-06,19:50:37,pepperoni,L,"15,25"
10920,4782.0,pepperoni_l,1,2015-03-21,22:15:37,pepperoni,L,"15,25"
10937,4789.0,pepperoni_l,2,2015-03-22,13:56:27,pepperoni,L,"15,25"
373,155.0,peppr_salami_l,1,2015-01-03,15:28:59,peppr_salami,L,"20,75"
421,178.0,peppr_salami_l,1,2015-01-03,18:15:03,peppr_salami,L,"20,75"
429,182.0,peppr_salami_l,1,2015-01-03,18:50:10,peppr_salami,L,"20,75"
444,188.0,peppr_salami_l,1,2015-01-03,20:08:39,peppr_salami,L,"20,75"
4542,2011.0,peppr_salami_l,1,2015-02-03,13:01:28,peppr_salami,L,"20,75"
4558,2018.0,peppr_salami_l,1,2015-02-03,14:06:04,peppr_salami,L,"20,75"
5617,2488.0,peppr_salami_l,1,2015-02-11,13:43:20,peppr_salami,L,"20,75"
7751,3412.0,peppr_salami_l,1,2015-02-27,12:40:41,peppr_salami,L,"20,75"
7826,3442.0,peppr_salami_l,1,2015-02-27,17:48:37,peppr_salami,L,"20,75"
7849,3449.0,peppr_salami_l,1,2015-02-27,18:43:12,peppr_salami,L,"20,75"
7871,3458.0,peppr_salami_l,1,2015-02-27,19:11:01,peppr_salami,L,"20,75"
7887,3466.0,peppr_salami_l,1,2015-02-27,20:35:42,peppr_salami,L,"20,75"
9897,4334.0,peppr_salami_l,1,2015-03-14,18:36:34,peppr_salami,L,"20,75"
10067,4406.0,peppr_salami_l,1,2015-03-16,12:04:29,peppr_salami,L,"20,75"
228,95.0,peppr_salami_l,1,2015-01-02,16:18:04,peppr_salami,L,"20,75"
2309,1030.0,peppr_salami_l,1,2015-01-17,22:13:59,peppr_salami,L,"20,75"
2339,1040.0,peppr_salami_l,1,2015-01-18,13:56:05,peppr_salami,L,"20,75"
2345,1043.0,peppr_salami_l,1,2015-01-18,14:07:36,peppr_salami,L,"20,75"
2399,1067.0,peppr_salami_l,1,2015-01-18,18:13:43,peppr_salami,L,"20,75"
2431,1082.0,peppr_salami_l,1,2015-01-19,11:16:43,peppr_salami,L,"20,75"
4154,1845.0,peppr_salami_l,1,2015-01-31,22:43:07,peppr_salami,L,"20,75"
4190,1859.0,peppr_salami_l,1,2015-02-01,13:18:55,peppr_salami,L,"20,75"
4218,1872.0,peppr_salami_l,1,2015-02-01,15:07:28,peppr_salami,L,"20,75"
4282,1899.0,peppr_salami_l,1,2015-02-01,17:35:39,peppr_salami,L,"20,75"
4864,2152.0,peppr_salami_l,1,2015-02-05,18:35:11,peppr_salami,L,"20,75"
4925,2182.0,peppr_salami_l,1,2015-02-06,12:22:30,peppr_salami,L,"20,75"
6944,3065.0,peppr_salami_l,1,2015-02-20,20:12:13,peppr_salami,L,"20,75"
6959,3071.0,peppr_salami_l,1,2015-02-20,21:14:34,peppr_salami,L,"20,75"
8964,3927.0,peppr_salami_l,1,2015-03-07,20:57:08,peppr_salami,L,"20,75"
9030,3959.0,peppr_salami_l,1,2015-03-08,15:18:05,peppr_salami,L,"20,75"
9048,3968.0,peppr_salami_l,1,2015-03-08,16:55:44,peppr_salami,L,"20,75"
9053,3970.0,peppr_salami_l,1,2015-03-08,17:07:58,peppr_salami,L,"20,75"
11193,4911.0,peppr_salami_l,1,2015-03-24,16:50:08,peppr_salami,L,"20,75"
11291,4957.0,peppr_salami_l,1,2015-03-25,13:34:24,peppr_salami,L,"20,75"
11298,4963.0,peppr_salami_l,1,2015-03-25,14:57:26,peppr_salami,L,"20,75"
2021,902.0,peppr_salami_l,1,2015-01-15,19:21:00,peppr_salami,L,"20,75"
2023,903.0,peppr_salami_l,1,2015-01-15,19:27:22,peppr_salami,L,"20,75"
3987,1780.0,peppr_salami_l,1,2015-01-30,20:54:47,peppr_salami,L,"20,75"
4004,1788.0,peppr_salami_l,1,2015-01-30,21:35:08,peppr_salami,L,"20,75"
4036,1796.0,peppr_salami_l,1,2015-01-31,13:31:47,peppr_salami,L,"20,75"
4087,1817.0,peppr_salami_l,1,2015-01-31,18:05:04,peppr_salami,L,"20,75"
6749,2978.0,peppr_salami_l,1,2015-02-19,15:45:48,peppr_salami,L,"20,75"
8824,3869.0,peppr_salami_l,1,2015-03-06,20:29:18,peppr_salami,L,"20,75"
8857,3884.0,peppr_salami_l,1,2015-03-07,11:52:36,peppr_salami,L,"20,75"
8871,3887.0,peppr_salami_l,2,2015-03-07,12:24:10,peppr_salami,L,"20,75"
10860,4755.0,peppr_salami_l,1,2015-03-21,16:40:27,peppr_salami,L,"20,75"
374,156.0,napolitana_m,1,2015-01-03,15:42:19,napolitana,M,16
405,171.0,napolitana_m,1,2015-01-03,17:23:03,napolitana,M,16
430,183.0,napolitana_m,1,2015-01-03,18:54:55,napolitana,M,16
484,206.0,napolitana_m,1,2015-01-04,11:45:10,napolitana,M,16
525,224.0,napolitana_m,1,2015-01-04,16:39:58,napolitana,M,16
2476,1096.0,napolitana_m,1,2015-01-19,12:56:45,napolitana,M,16
2490,1100.0,napolitana_m,1,2015-01-19,13:34:27,napolitana,M,16
2604,1150.0,napolitana_m,1,2015-01-20,12:39:05,napolitana,M,16
7813,3436.0,napolitana_m,1,2015-02-27,17:09:56,napolitana,M,16
9878,4323.0,napolitana_m,1,2015-03-14,16:38:05,napolitana,M,16
9919,4345.0,napolitana_m,1,2015-03-14,20:18:21,napolitana,M,16
2818,1244.0,napolitana_m,1,2015-01-21,19:24:32,napolitana,M,16
5880,2607.0,napolitana_m,1,2015-02-13,13:00:12,napolitana,M,16
10003,4379.0,napolitana_m,1,2015-03-15,16:12:56,napolitana,M,16
10024,4386.0,napolitana_m,1,2015-03-15,17:30:07,napolitana,M,16
4170,1851.0,napolitana_m,1,2015-02-01,11:49:01,napolitana,M,16
4181,1853.0,napolitana_m,1,2015-02-01,12:12:59,napolitana,M,16
4237,1881.0,napolitana_m,1,2015-02-01,16:16:16,napolitana,M,16
4309,1916.0,napolitana_m,1,2015-02-01,19:27:59,napolitana,M,16
4957,2190.0,napolitana_m,1,2015-02-06,13:19:45,napolitana,M,16
6896,3042.0,napolitana_m,1,2015-02-20,16:30:09,napolitana,M,16
6925,3055.0,napolitana_m,1,2015-02-20,18:42:15,napolitana,M,16
11197,4912.0,napolitana_m,1,2015-03-24,16:58:45,napolitana,M,16
2049,915.0,napolitana_m,1,2015-01-16,12:20:22,napolitana,M,16
2084,927.0,napolitana_m,1,2015-01-16,13:59:21,napolitana,M,16
3991,1782.0,napolitana_m,1,2015-01-30,21:05:29,napolitana,M,16
4096,1820.0,napolitana_m,1,2015-01-31,18:13:57,napolitana,M,16
6820,3012.0,napolitana_m,1,2015-02-20,12:32:03,napolitana,M,16
8821,3867.0,napolitana_m,1,2015-03-06,20:10:12,napolitana,M,16
10852,4750.0,napolitana_m,1,2015-03-21,15:17:26,napolitana,M,16
375,156.0,thai_ckn_l,1,2015-01-03,15:42:19,thai_ckn,L,"20,75"
408,172.0,thai_ckn_l,1,2015-01-03,17:29:24,thai_ckn,L,"20,75"
420,177.0,thai_ckn_l,1,2015-01-03,17:54:36,thai_ckn,L,"20,75"
439,186.0,thai_ckn_l,1,2015-01-03,19:36:00,thai_ckn,L,"20,75"
526,224.0,thai_ckn_l,1,2015-01-04,16:39:58,thai_ckn,L,"20,75"
2491,1100.0,thai_ckn_l,1,2015-01-19,13:34:27,thai_ckn,L,"20,75"
2501,1105.0,thai_ckn_l,1,2015-01-19,15:13:54,thai_ckn,L,"20,75"
2547,1128.0,thai_ckn_l,1,2015-01-19,18:59:54,thai_ckn,L,"20,75"
4502,1999.0,thai_ckn_l,1,2015-02-03,12:07:51,thai_ckn,L,"20,75"
4511,2000.0,thai_ckn_l,1,2015-02-03,12:14:27,thai_ckn,L,"20,75"
4580,2029.0,thai_ckn_l,1,2015-02-03,16:47:49,thai_ckn,L,"20,75"
5618,2488.0,thai_ckn_l,1,2015-02-11,13:43:20,thai_ckn,L,"20,75"
5626,2491.0,thai_ckn_l,1,2015-02-11,14:00:00,thai_ckn,L,"20,75"
7788,3424.0,thai_ckn_l,1,2015-02-27,14:14:57,thai_ckn,L,"20,75"
7796,3428.0,thai_ckn_l,1,2015-02-27,16:08:31,thai_ckn,L,"20,75"
7857,3452.0,thai_ckn_l,1,2015-02-27,18:47:21,thai_ckn,L,"20,75"
7858,3453.0,thai_ckn_l,1,2015-02-27,18:48:01,thai_ckn,L,"20,75"
7891,3468.0,thai_ckn_l,1,2015-02-27,21:38:02,thai_ckn,L,"20,75"
9855,4311.0,thai_ckn_l,1,2015-03-14,14:12:12,thai_ckn,L,"20,75"
739,322.0,thai_ckn_l,1,2015-01-06,13:02:13,thai_ckn,L,"20,75"
772,334.0,thai_ckn_l,1,2015-01-06,14:24:18,thai_ckn,L,"20,75"
778,338.0,thai_ckn_l,1,2015-01-06,15:18:26,thai_ckn,L,"20,75"
796,347.0,thai_ckn_l,1,2015-01-06,16:37:17,thai_ckn,L,"20,75"
799,348.0,thai_ckn_l,1,2015-01-06,16:49:12,thai_ckn,L,"20,75"
822,359.0,thai_ckn_l,1,2015-01-06,18:33:08,thai_ckn,L,"20,75"
841,368.0,thai_ckn_l,1,2015-01-06,20:28:16,thai_ckn,L,"20,75"
857,377.0,thai_ckn_l,1,2015-01-07,12:03:18,thai_ckn,L,"20,75"
859,379.0,thai_ckn_l,1,2015-01-07,12:25:37,thai_ckn,L,"20,75"
2795,1235.0,thai_ckn_l,1,2015-01-21,17:55:58,thai_ckn,L,"20,75"
2812,1242.0,thai_ckn_l,1,2015-01-21,18:50:51,thai_ckn,L,"20,75"
2874,1268.0,thai_ckn_l,1,2015-01-22,13:01:39,thai_ckn,L,"20,75"
2902,1278.0,thai_ckn_l,1,2015-01-22,14:07:34,thai_ckn,L,"20,75"
2956,1301.0,thai_ckn_l,1,2015-01-22,18:42:08,thai_ckn,L,"20,75"
5899,2612.0,thai_ckn_l,1,2015-02-13,13:43:11,thai_ckn,L,"20,75"
5926,2626.0,thai_ckn_l,1,2015-02-13,16:49:57,thai_ckn,L,"20,75"
5937,2630.0,thai_ckn_l,1,2015-02-13,17:15:17,thai_ckn,L,"20,75"
5955,2638.0,thai_ckn_l,1,2015-02-13,18:27:27,thai_ckn,L,"20,75"
5965,2643.0,thai_ckn_l,1,2015-02-13,20:08:34,thai_ckn,L,"20,75"
9974,4364.0,thai_ckn_l,1,2015-03-15,13:43:32,thai_ckn,L,"20,75"
10001,4378.0,thai_ckn_l,1,2015-03-15,16:12:31,thai_ckn,L,"20,75"
10007,4380.0,thai_ckn_l,1,2015-03-15,16:14:57,thai_ckn,L,"20,75"
10013,4382.0,thai_ckn_l,1,2015-03-15,16:33:38,thai_ckn,L,"20,75"
10032,4390.0,thai_ckn_l,1,2015-03-15,18:28:49,thai_ckn,L,"20,75"
10036,4391.0,thai_ckn_l,1,2015-03-15,18:35:20,thai_ckn,L,"20,75"
10058,4401.0,thai_ckn_l,1,2015-03-15,21:03:16,thai_ckn,L,"20,75"
188,79.0,thai_ckn_l,1,2015-01-02,12:29:11,thai_ckn,L,"20,75"
191,81.0,thai_ckn_l,1,2015-01-02,12:40:01,thai_ckn,L,"20,75"
209,89.0,thai_ckn_l,1,2015-01-02,14:30:19,thai_ckn,L,"20,75"
340,143.0,thai_ckn_l,1,2015-01-03,13:41:36,thai_ckn,L,"20,75"
2276,1015.0,thai_ckn_l,1,2015-01-17,19:42:51,thai_ckn,L,"20,75"
2295,1022.0,thai_ckn_l,1,2015-01-17,21:16:01,thai_ckn,L,"20,75"
2331,1036.0,thai_ckn_l,1,2015-01-18,12:49:29,thai_ckn,L,"20,75"
2340,1040.0,thai_ckn_l,1,2015-01-18,13:56:05,thai_ckn,L,"20,75"
2432,1082.0,thai_ckn_l,1,2015-01-19,11:16:43,thai_ckn,L,"20,75"
4177,1851.0,thai_ckn_l,1,2015-02-01,11:49:01,thai_ckn,L,"20,75"
4219,1872.0,thai_ckn_l,1,2015-02-01,15:07:28,thai_ckn,L,"20,75"
4245,1884.0,thai_ckn_l,1,2015-02-01,16:34:15,thai_ckn,L,"20,75"
4269,1893.0,thai_ckn_l,1,2015-02-01,17:11:36,thai_ckn,L,"20,75"
4275,1895.0,thai_ckn_l,1,2015-02-01,17:24:50,thai_ckn,L,"20,75"
4870,2155.0,thai_ckn_l,1,2015-02-05,18:59:56,thai_ckn,L,"20,75"
4961,2192.0,thai_ckn_l,1,2015-02-06,13:20:41,thai_ckn,L,"20,75"
5004,2213.0,thai_ckn_l,1,2015-02-06,17:53:26,thai_ckn,L,"20,75"
6897,3042.0,thai_ckn_l,1,2015-02-20,16:30:09,thai_ckn,L,"20,75"
6963,3072.0,thai_ckn_l,1,2015-02-20,21:28:46,thai_ckn,L,"20,75"
6973,3077.0,thai_ckn_l,1,2015-02-20,22:17:15,thai_ckn,L,"20,75"
7009,3091.0,thai_ckn_l,1,2015-02-21,14:04:59,thai_ckn,L,"20,75"
7020,3095.0,thai_ckn_l,1,2015-02-21,15:11:34,thai_ckn,L,"20,75"
7039,3104.0,thai_ckn_l,1,2015-02-21,16:45:25,thai_ckn,L,"20,75"
7049,3108.0,thai_ckn_l,1,2015-02-21,17:28:57,thai_ckn,L,"20,75"
7055,3111.0,thai_ckn_l,1,2015-02-21,18:11:42,thai_ckn,L,"20,75"
8934,3914.0,thai_ckn_l,1,2015-03-07,19:08:43,thai_ckn,L,"20,75"
8949,3920.0,thai_ckn_l,1,2015-03-07,19:49:06,thai_ckn,L,"20,75"
8997,3940.0,thai_ckn_l,1,2015-03-08,12:29:28,thai_ckn,L,"20,75"
9063,3973.0,thai_ckn_l,1,2015-03-08,17:34:55,thai_ckn,L,"20,75"
9087,3985.0,thai_ckn_l,1,2015-03-08,18:29:24,thai_ckn,L,"20,75"
9101,3991.0,thai_ckn_l,1,2015-03-08,20:03:54,thai_ckn,L,"20,75"
11159,4893.0,thai_ckn_l,1,2015-03-24,12:53:26,thai_ckn,L,"20,75"
11179,4904.0,thai_ckn_l,1,2015-03-24,16:00:10,thai_ckn,L,"20,75"
11184,4906.0,thai_ckn_l,1,2015-03-24,16:25:58,thai_ckn,L,"20,75"
11194,4911.0,thai_ckn_l,1,2015-03-24,16:50:08,thai_ckn,L,"20,75"
11208,4919.0,thai_ckn_l,1,2015-03-24,17:39:17,thai_ckn,L,"20,75"
11270,4948.0,thai_ckn_l,1,2015-03-25,12:11:42,thai_ckn,L,"20,75"
1934,858.0,thai_ckn_l,1,2015-01-15,13:03:42,thai_ckn,L,"20,75"
1960,869.0,thai_ckn_l,1,2015-01-15,14:31:43,thai_ckn,L,"20,75"
1983,882.0,thai_ckn_l,1,2015-01-15,16:44:46,thai_ckn,L,"20,75"
2034,908.0,thai_ckn_l,1,2015-01-15,21:42:32,thai_ckn,L,"20,75"
2087,928.0,thai_ckn_l,1,2015-01-16,14:14:40,thai_ckn,L,"20,75"
2098,934.0,thai_ckn_l,1,2015-01-16,15:55:24,thai_ckn,L,"20,75"
4013,1791.0,thai_ckn_l,1,2015-01-30,22:46:02,thai_ckn,L,"20,75"
4116,1828.0,thai_ckn_l,1,2015-01-31,19:12:25,thai_ckn,L,"20,75"
4119,1829.0,thai_ckn_l,1,2015-01-31,19:15:50,thai_ckn,L,"20,75"
6796,3001.0,thai_ckn_l,1,2015-02-19,20:34:39,thai_ckn,L,"20,75"
6841,3021.0,thai_ckn_l,1,2015-02-20,13:23:48,thai_ckn,L,"20,75"
6857,3027.0,thai_ckn_l,1,2015-02-20,13:41:20,thai_ckn,L,"20,75"
6876,3034.0,thai_ckn_l,1,2015-02-20,14:55:08,thai_ckn,L,"20,75"
8766,3844.0,thai_ckn_l,1,2015-03-06,15:59:29,thai_ckn,L,"20,75"
8805,3861.0,thai_ckn_l,1,2015-03-06,19:15:15,thai_ckn,L,"20,75"
8811,3864.0,thai_ckn_l,1,2015-03-06,19:57:15,thai_ckn,L,"20,75"
8839,3874.0,thai_ckn_l,1,2015-03-06,21:28:26,thai_ckn,L,"20,75"
8898,3899.0,thai_ckn_l,1,2015-03-07,16:21:06,thai_ckn,L,"20,75"
10832,4741.0,thai_ckn_l,1,2015-03-21,14:06:09,thai_ckn,L,"20,75"
10847,4747.0,thai_ckn_l,1,2015-03-21,14:38:22,thai_ckn,L,"20,75"
10891,4767.0,thai_ckn_l,1,2015-03-21,19:20:15,thai_ckn,L,"20,75"
10898,4770.0,thai_ckn_l,1,2015-03-21,19:41:16,thai_ckn,L,"20,75"
10905,4773.0,thai_ckn_l,1,2015-03-21,20:04:52,thai_ckn,L,"20,75"
10964,4802.0,thai_ckn_l,1,2015-03-22,17:37:13,thai_ckn,L,"20,75"
376,157.0,ital_supr_l,1,2015-01-03,15:43:03,ital_supr,L,"20,75"
416,175.0,ital_supr_l,1,2015-01-03,17:50:51,ital_supr,L,"20,75"
473,201.0,ital_supr_l,1,2015-01-03,22:29:59,ital_supr,L,"20,75"
2552,1130.0,ital_supr_l,1,2015-01-19,19:03:05,ital_supr,L,"20,75"
2565,1136.0,ital_supr_l,1,2015-01-19,21:59:06,ital_supr,L,"20,75"
2584,1143.0,ital_supr_l,1,2015-01-20,11:37:33,ital_supr,L,"20,75"
2603,1150.0,ital_supr_l,1,2015-01-20,12:39:05,ital_supr,L,"20,75"
4519,2002.0,ital_supr_l,1,2015-02-03,12:21:10,ital_supr,L,"20,75"
4603,2042.0,ital_supr_l,1,2015-02-03,18:01:43,ital_supr,L,"20,75"
5545,2454.0,ital_supr_l,1,2015-02-10,19:00:37,ital_supr,L,"20,75"
7822,3440.0,ital_supr_l,1,2015-02-27,17:38:36,ital_supr,L,"20,75"
9908,4342.0,ital_supr_l,1,2015-03-14,19:43:00,ital_supr,L,"20,75"
9932,4351.0,ital_supr_l,1,2015-03-14,21:05:17,ital_supr,L,"20,75"
9951,4359.0,ital_supr_l,1,2015-03-15,12:42:51,ital_supr,L,"20,75"
735,321.0,ital_supr_l,1,2015-01-06,12:56:21,ital_supr,L,"20,75"
2939,1295.0,ital_supr_l,1,2015-01-22,17:44:59,ital_supr,L,"20,75"
6005,2662.0,ital_supr_l,1,2015-02-13,22:22:32,ital_supr,L,"20,75"
6031,2675.0,ital_supr_l,1,2015-02-14,14:41:49,ital_supr,L,"20,75"
7939,3488.0,ital_supr_l,1,2015-02-28,14:52:00,ital_supr,L,"20,75"
7990,3508.0,ital_supr_l,1,2015-02-28,18:58:46,ital_supr,L,"20,75"
8041,3528.0,ital_supr_l,1,2015-02-28,21:39:40,ital_supr,L,"20,75"
200,85.0,ital_supr_l,1,2015-01-02,13:34:49,ital_supr,L,"20,75"
216,92.0,ital_supr_l,1,2015-01-02,15:17:02,ital_supr,L,"20,75"
233,99.0,ital_supr_l,1,2015-01-02,17:45:42,ital_supr,L,"20,75"
259,109.0,ital_supr_l,1,2015-01-02,18:27:50,ital_supr,L,"20,75"
4216,1872.0,ital_supr_l,1,2015-02-01,15:07:28,ital_supr,L,"20,75"
4247,1885.0,ital_supr_l,1,2015-02-01,16:34:57,ital_supr,L,"20,75"
4259,1889.0,ital_supr_l,1,2015-02-01,17:03:26,ital_supr,L,"20,75"
4291,1904.0,ital_supr_l,1,2015-02-01,18:13:17,ital_supr,L,"20,75"
4299,1909.0,ital_supr_l,1,2015-02-01,18:45:56,ital_supr,L,"20,75"
4857,2148.0,ital_supr_l,1,2015-02-05,18:15:37,ital_supr,L,"20,75"
4876,2158.0,ital_supr_l,1,2015-02-05,19:49:47,ital_supr,L,"20,75"
4924,2182.0,ital_supr_l,1,2015-02-06,12:22:30,ital_supr,L,"20,75"
4989,2205.0,ital_supr_l,1,2015-02-06,16:39:28,ital_supr,L,"20,75"
6894,3042.0,ital_supr_l,1,2015-02-20,16:30:09,ital_supr,L,"20,75"
6913,3050.0,ital_supr_l,1,2015-02-20,17:54:22,ital_supr,L,"20,75"
6972,3076.0,ital_supr_l,1,2015-02-20,22:12:20,ital_supr,L,"20,75"
8942,3918.0,ital_supr_l,1,2015-03-07,19:40:59,ital_supr,L,"20,75"
9005,3944.0,ital_supr_l,1,2015-03-08,12:58:48,ital_supr,L,"20,75"
9056,3971.0,ital_supr_l,1,2015-03-08,17:13:18,ital_supr,L,"20,75"
9078,3980.0,ital_supr_l,1,2015-03-08,18:19:16,ital_supr,L,"20,75"
11155,4893.0,ital_supr_l,1,2015-03-24,12:53:26,ital_supr,L,"20,75"
11163,4895.0,ital_supr_l,1,2015-03-24,12:57:03,ital_supr,L,"20,75"
11210,4920.0,ital_supr_l,1,2015-03-24,17:39:24,ital_supr,L,"20,75"
1947,864.0,ital_supr_l,1,2015-01-15,14:04:23,ital_supr,L,"20,75"
4100,1822.0,ital_supr_l,1,2015-01-31,18:17:53,ital_supr,L,"20,75"
6751,2979.0,ital_supr_l,1,2015-02-19,16:43:03,ital_supr,L,"20,75"
6764,2986.0,ital_supr_l,1,2015-02-19,17:39:32,ital_supr,L,"20,75"
6799,3002.0,ital_supr_l,1,2015-02-19,21:27:34,ital_supr,L,"20,75"
6813,3009.0,ital_supr_l,1,2015-02-20,12:21:25,ital_supr,L,"20,75"
8786,3854.0,ital_supr_l,1,2015-03-06,18:00:49,ital_supr,L,"20,75"
8820,3867.0,ital_supr_l,1,2015-03-06,20:10:12,ital_supr,L,"20,75"
8847,3879.0,ital_supr_l,1,2015-03-06,22:41:23,ital_supr,L,"20,75"
10809,4732.0,ital_supr_l,1,2015-03-21,13:02:15,ital_supr,L,"20,75"
10831,4741.0,ital_supr_l,1,2015-03-21,14:06:09,ital_supr,L,"20,75"
10900,4771.0,ital_supr_l,1,2015-03-21,19:49:47,ital_supr,L,"20,75"
10936,4789.0,ital_supr_l,1,2015-03-22,13:56:27,ital_supr,L,"20,75"
377,157.0,mediterraneo_m,1,2015-01-03,15:43:03,mediterraneo,M,16
2588,1145.0,mediterraneo_m,1,2015-01-20,12:04:15,mediterraneo,M,16
5651,2505.0,mediterraneo_m,1,2015-02-11,17:22:02,mediterraneo,M,16
7758,3415.0,mediterraneo_m,1,2015-02-27,13:02:11,mediterraneo,M,16
7835,3445.0,mediterraneo_m,1,2015-02-27,18:08:58,mediterraneo,M,16
868,384.0,mediterraneo_m,1,2015-01-07,12:51:46,mediterraneo,M,16
2862,1265.0,mediterraneo_m,1,2015-01-22,12:59:26,mediterraneo,M,16
7959,3497.0,mediterraneo_m,1,2015-02-28,17:19:30,mediterraneo,M,16
6969,3075.0,mediterraneo_m,1,2015-02-20,22:11:07,mediterraneo,M,16
6996,3086.0,mediterraneo_m,1,2015-02-21,12:57:21,mediterraneo,M,16
9051,3969.0,mediterraneo_m,1,2015-03-08,16:57:55,mediterraneo,M,16
1948,864.0,mediterraneo_m,1,2015-01-15,14:04:23,mediterraneo,M,16
4135,1837.0,mediterraneo_m,1,2015-01-31,20:56:35,mediterraneo,M,16
6731,2967.0,mediterraneo_m,1,2015-02-19,13:44:40,mediterraneo,M,16
10980,4809.0,mediterraneo_m,1,2015-03-22,19:18:35,mediterraneo,M,16
378,157.0,sicilian_m,1,2015-01-03,15:43:03,sicilian,M,"16,25"
403,169.0,sicilian_m,1,2015-01-03,17:15:48,sicilian,M,"16,25"
423,179.0,sicilian_m,1,2015-01-03,18:20:14,sicilian,M,"16,25"
434,185.0,sicilian_m,1,2015-01-03,19:08:33,sicilian,M,"16,25"
4539,2010.0,sicilian_m,1,2015-02-03,13:00:41,sicilian,M,"16,25"
4598,2038.0,sicilian_m,1,2015-02-03,17:31:35,sicilian,M,"16,25"
5570,2465.0,sicilian_m,1,2015-02-10,20:33:37,sicilian,M,"16,25"
5671,2513.0,sicilian_m,1,2015-02-11,18:21:25,sicilian,M,"16,25"
7775,3421.0,sicilian_m,1,2015-02-27,13:57:48,sicilian,M,"16,25"
7782,3423.0,sicilian_m,1,2015-02-27,14:09:03,sicilian,M,"16,25"
9882,4325.0,sicilian_m,1,2015-03-14,16:44:33,sicilian,M,"16,25"
9888,4329.0,sicilian_m,1,2015-03-14,17:49:13,sicilian,M,"16,25"
9899,4336.0,sicilian_m,1,2015-03-14,18:40:57,sicilian,M,"16,25"
711,312.0,sicilian_m,1,2015-01-06,12:05:21,sicilian,M,"16,25"
765,332.0,sicilian_m,1,2015-01-06,14:12:01,sicilian,M,"16,25"
2810,1242.0,sicilian_m,1,2015-01-21,18:50:51,sicilian,M,"16,25"
2845,1257.0,sicilian_m,1,2015-01-22,12:07:53,sicilian,M,"16,25"
2892,1274.0,sicilian_m,1,2015-01-22,13:24:14,sicilian,M,"16,25"
2907,1281.0,sicilian_m,1,2015-01-22,15:13:10,sicilian,M,"16,25"
5895,2612.0,sicilian_m,3,2015-02-13,13:43:11,sicilian,M,"16,25"
7919,3476.0,sicilian_m,1,2015-02-28,12:08:55,sicilian,M,"16,25"
224,93.0,sicilian_m,1,2015-01-02,15:29:31,sicilian,M,"16,25"
328,138.0,sicilian_m,1,2015-01-03,11:44:50,sicilian,M,"16,25"
2306,1029.0,sicilian_m,1,2015-01-17,22:06:27,sicilian,M,"16,25"
2321,1034.0,sicilian_m,1,2015-01-18,12:07:59,sicilian,M,"16,25"
2400,1068.0,sicilian_m,1,2015-01-18,18:16:32,sicilian,M,"16,25"
4187,1856.0,sicilian_m,1,2015-02-01,12:32:48,sicilian,M,"16,25"
